name_sport,location_sport,dcode,stdcode,type_sport,area_sm,data_perf,ownership,chairman,detail,num_users,sum_month,sum_year,remark
สุขใจวิลเลจ,ซ.รามอินทรา 56 แขวงท้าแร้ง,1005,A,1,1500,มีการจัดกิจกรรมฟุตบอล บาสเกตบอล และเครื่องออกกำลังกาย,เอกชน,นายยุทธชัย  อภิชัยชาญกิจ,"ฟุตบอล,บาสเก็ตบอล,ตะกร้อ,แบดมินตัน,ปิงปอง,เกมส์/กิจกรรม,สนามเด็กเล่น,หมากรุก/หมากฮอส",470,11,2564,
โรงเรียนวัดไตรรัตนาราม,ซ.รามอินทรา 8 แขวงอนุสาวรีย์ โทร.025211289,1005,C,2,1500,มีการจัดกิจกรรมฟุตบอล บาสเกตบอล วอลเลย์บอล เทเบิลเทนนิส และสนามเด็กเล่น,กทม.,นายสมสกุล  สุขวรรณ,"ฟุตบอล,บาสเก็ตบอล,ตะกร้อ,วอลเล่ย์บอล,สนามเด็กเล่น,แบดมินตัน,เปตอง",0,11,2564,
เพชรสยาม,ถ.สุขาภิบาล 5 แขวงท่าแร้ง เขตบางเขน,1005,A,1,1100,มีการจัดกิจกรรมฟุตบอล และตะกร้อ,กทม.,นายพงษ์ทวี พันธ์ลำเจียก,"ฟุตบอล,บาสเก็ตบอล,ตะกร้อ,วิ่ง,สนามเด็กเล่น",0,11,2564,
หมู่บ้านเมธา  1,2298 ซ.  สยามธรณี  แขวงท่าแร้ง,1005,C,1,40,,เอกชน,นายเฉลิมชัย  คงสุวรรณ,"ฟุตบอล,ตะกร้อ,แบดมินตัน,วิ่ง,สนามเด็กเล่น",0,11,2564,
ชุมชนหมู่บ้านสินทรัพย์นคร ลาน 2,8510 ถ.พหลโยธิน แขวงอนุสาวรีย์,1005,C,1,150,มีการจัดกิจกรรมวอลเลย์บอล และแบดมินตัน,เอกชน มีสัญญายินยอม,นายยุทธนา  แสนละเอียด,"ฟุตบอล,บาสเก็ตบอล,ตะกร้อ,แบดมินตัน,วิ่ง,สนามเด็กเล่น",110,11,2564,
ฝนทองนิเวศน์,ถ.พหลโยธิน แขวงอนุสาวรีย์,1005,C,1,70,มีการจัดกิจกรรมเครื่องออกกำลังกาย และแอโรบิค และตะกร้อ,เอกชน,นางดวงใจ  ทองประเสริฐ,"ตะกร้อ,บาส,ฟุตบอล,ปิงปอง,วิ่ง,จักรยาน,สนามเด็กเล่น",180,11,2564,
สมาคมหมู่บ้านสวัสดิการ(ทหารบก) อยู่เย็นเป็นสุข,ซ.รามอินทรา 34 แขวงท่าแร้ง,1005,A,1,200,มีการจัดกิจกรรมบาสเกตบอล แบดมินตัน วิ่ง และแอโรบิค,เอกชน,นายทศพร  สนิท,"ฟุตบอล,บาสเก็ตบอล,ตะกร้อ,วอลเล่ย์บอล,เกมส์/กิจกรรม,สนามเด็กเล่น,หมากรุก/หมากฮอส,แบดมินตัน,เปตอง",324,11,2564,
ชุมชนหมู่บ้านสดใส,5983 แขวงคลองถนน (กูบแดง) แขวงอนุสาวรย์ เขตบางเขน,1005,C,1,200,มีการจัดกิจกรรมฟุตบอล ตะกร้อ แบดมินตัน และเครื่องออกกำลังกาย,เอกชน,พันจ่าอากาศเอกวีระศักดิ์ ยี่สุ่นศรี,"ฟุตบอล,บาสเก็ตบอล,ตะกร้อ,แบดมินตัน,วิ่ง,สนามเด็กเล่น",544,11,2564,
ปั้นทอง 3,ถ.ลาดปลาเค้า 85 แขวงอนุสาวรย์ เขตบางเขน,1005,C,1,800,มีการจัดกิจกรรมเครื่องออกกำลังกาย,เอกชน,นางสิรัชชา  เดชายาประสิทธิ์,"ฟุตบอล,ตะกร้อ,แบดมินตัน,ปิงปอง,วิ่ง,แอโรบิค,สนามเด็กเล่น",151,11,2564,
สินทรัพย์นคร ลาน1,ซ.พหลโยธิน 50 แขวงอนุสาวรีย์ เขตบางเขน,1005,C,1,400,มีการจัดกิจกรรมฟุตบอล ตะกร้อ แบดมินตัน และเปตอง,เอกชน มีสัญญายินยอม,นายจตุพร  สังข์ทอง,"ฟุตบอล,บาสเก็ตบอล,ตะกร้อ,แบดมินตัน,ปิงปอง,สนามเด็กเล่น",622,11,2564,
อยู่เจริญ,ซ.พหลโยธิน 50 ถ.พหลโยธิน แขวงอนุสาวรีย์ เขตบางเขน,1005,C,1,400,มีการจัดกิจกรรมฟุตบอล ตะกร้อ แบดมินตัน วิ่ง และแอโรบิค,เอกชน,นายเสถียร  ตรีภพ,"ฟุตบอล,บาสเก็ตบอล,ตะกร้อ,แบดมินตั้น,วิ่ง,สนามเด็กเล่น",816,11,2564,
โรงเรียนบ้านคลองบัว,ซ.รามอินทรา31 แขวงท่าแร้ง เขตบางเขน,1005,C,2,300,มีการจัดกิจกรรมฟุตบอล วอเลย์บอล และสนามเด็กเล่น,กทม.,นายสุภาพ  น้อยมาก,"ฟุตบอล,บาสเก็ตบอล,ตะกร้อ,วอลเล่ย์บอล,สนามเด็กเล่น,แบดมินตัน",0,11,2564,
โรงเรียนประชาภิบาล,ถ.พหลโยธิน แขวงอนุสาวรีย์ โทร 025210424,1005,C,2,400,มีการจัดกิจกรรมฟุตบอล และสนามเด็กเล่น,กทม.,นางสาวโชตศิกาญจน์ ยุติธรรมนนท์,"ฟุตบอล,บาสเก็ตบอล,วอลเล่ย์บอล,แบดมินตัน,แอโรบิค,กายบริหาร,เกมส์,สนามเด็กเล่น,ปิงปอง",0,11,2564,
โรงเรียนไทยนิยมสงเคราะห์,ถ.พหลโยธิน แขวงอนุสาวรีย์ โทร.025210198,1005,C,2,800,มีการจัดกิจกรรมฟุตบอล บาสเกตบอล วอลเลย์บอล และสนามเด็กเล่น,กทม.,นายยุทธนา  โคตรสาร,"ฟุตบอล,บาสเก็ตบอล,ตะกร้อ,วอลเล่ย์บอล,ปิงปอง,สนามเด็กเล่น,แบดมินตัน,เปตอง",0,11,2564,
ชุมชนพัชรัฐ,3257 แขวงท่าแร้ง เขตบางเขน,1005,B,1,400,มีการจัดกิจกรรมบาสเกตบอล และเครื่องออกกำลังกาย,เอกชน,นายกิตตินันท์  มาฆะวงศ์,"ฟุตบอล,บาสเกตบอล,แบดมินตัน,วิ่ง,สนามเด็กเล่น",240,11,2564,
หมู่บ้านรุ่งสว่างวิลเลจ,ซ.รามอินทรา 8 แขวงอนุสาวรีย์ เขตบางเขน,1005,A,1,800,ไม่มีผู้ใช้บริการเนื่องจากการแพร่ระบาดของโควิด,เอกชน,นางสาวสุดจิต  เขียวอุไร,"ฟุตบอล,บาส,แบดมินตัน,ปิงปอง,วิ่ง,สนามเด็กเล่น",1010,11,2564,
การเคหะรามอินทรา,ถ.รามอินทรา แขวงท่าแร้ง,1005,A,1,1200,มีการจัดกิจกรรมเปตอง แอโรบิค และสนามเด็กเล่น,ให้ กทม.ใช้ประโยชน์ตามบันทึกข้อตก ลว 25 ก.ย.41,นายเสกสรรค์   พงศาสกุลโชติ,"ฟุตบอล,บาสเก็ตบอล,ตะกร้อ,ตะกร้อลอดห่วง,กิจกรรม,สนามเด็กเล่น,หมากฮอส,วอลเล่ย์บอล,เปตอง",496,10,2564,ปิดให้บริการเฉพาะประเภทกลางแจ้งเนื่องจากการแพร่ระบาดของโรคติดเชื้อไวรัสโควิด-35
สุขใจวิลเลจ,ซ.รามอินทรา 56 แขวงท้าแร้ง,1005,A,1,1500,มีการจัดกิจกรรมฟุตบอล บาสเกตบอล และเครื่องออกกำลังกาย,เอกชน,นายยุทธชัย  อภิชัยชาญกิจ,"ฟุตบอล,บาสเก็ตบอล,ตะกร้อ,แบดมินตัน,ปิงปอง,เกมส์/กิจกรรม,สนามเด็กเล่น,หมากรุก/หมากฮอส",1953,10,2564,ปิดให้บริการเฉพาะประเภทกลางแจ้งเนื่องจากการแพร่ระบาดของโรคติดเชื้อไวรัสโควิด-34
โรงเรียนวัดไตรรัตนาราม,ซ.รามอินทรา 8 แขวงอนุสาวรีย์ โทร.025211289,1005,C,2,1500,มีการจัดกิจกรรมฟุตบอล บาสเกตบอล วอลเลย์บอล เทเบิลเทนนิส และสนามเด็กเล่น,กทม.,นายสมสกุล  สุขวรรณ,"ฟุตบอล,บาสเก็ตบอล,ตะกร้อ,วอลเล่ย์บอล,สนามเด็กเล่น,แบดมินตัน,เปตอง",0,10,2564,ปิดให้บริการเฉพาะประเภทกลางแจ้งเนื่องจากการแพร่ระบาดของโรคติดเชื้อไวรัสโควิด-33
เพชรสยาม,ถ.สุขาภิบาล 5 แขวงท่าแร้ง เขตบางเขน,1005,A,1,1100,มีการจัดกิจกรรมฟุตบอล และตะกร้อ,กทม.,นายพงษ์ทวี พันธ์ลำเจียก,"ฟุตบอล,บาสเก็ตบอล,ตะกร้อ,วิ่ง,สนามเด็กเล่น",899,10,2564,ปิดให้บริการเฉพาะประเภทกลางแจ้งเนื่องจากการแพร่ระบาดของโรคติดเชื้อไวรัสโควิด-32
หมู่บ้านเมธา  1,2298 ซ.  สยามธรณี  แขวงท่าแร้ง,1005,C,1,40,,เอกชน,นายเฉลิมชัย  คงสุวรรณ,"ฟุตบอล,ตะกร้อ,แบดมินตัน,วิ่ง,สนามเด็กเล่น",0,10,2564,ปิดให้บริการเฉพาะประเภทกลางแจ้งเนื่องจากการแพร่ระบาดของโรคติดเชื้อไวรัสโควิด-31
ชุมชนหมู่บ้านสินทรัพย์นคร ลาน 2,8510 ถ.พหลโยธิน แขวงอนุสาวรีย์,1005,C,1,150,มีการจัดกิจกรรมวอลเลย์บอล และแบดมินตัน,เอกชน มีสัญญายินยอม,นายยุทธนา  แสนละเอียด,"ฟุตบอล,บาสเก็ตบอล,ตะกร้อ,แบดมินตัน,วิ่ง,สนามเด็กเล่น",620,10,2564,ปิดให้บริการเฉพาะประเภทกลางแจ้งเนื่องจากการแพร่ระบาดของโรคติดเชื้อไวรัสโควิด-30
ฝนทองนิเวศน์,ถ.พหลโยธิน แขวงอนุสาวรีย์,1005,C,1,70,มีการจัดกิจกรรมเครื่องออกกำลังกาย และแอโรบิค และตะกร้อ,เอกชน,นางดวงใจ  ทองประเสริฐ,"ตะกร้อ,บาส,ฟุตบอล,ปิงปอง,วิ่ง,จักรยาน,สนามเด็กเล่น",0,10,2564,ปิดให้บริการเฉพาะประเภทกลางแจ้งเนื่องจากการแพร่ระบาดของโรคติดเชื้อไวรัสโควิด-29
สมาคมหมู่บ้านสวัสดิการ(ทหารบก) อยู่เย็นเป็นสุข,ซ.รามอินทรา 34 แขวงท่าแร้ง,1005,A,1,200,มีการจัดกิจกรรมบาสเกตบอล แบดมินตัน วิ่ง และแอโรบิค,เอกชน,นายทศพร  สนิท,"ฟุตบอล,บาสเก็ตบอล,ตะกร้อ,วอลเล่ย์บอล,เกมส์/กิจกรรม,สนามเด็กเล่น,หมากรุก/หมากฮอส,แบดมินตัน,เปตอง",155,10,2564,ปิดให้บริการเฉพาะประเภทกลางแจ้งเนื่องจากการแพร่ระบาดของโรคติดเชื้อไวรัสโควิด-28
ชุมชนหมู่บ้านสดใส,5983 แขวงคลองถนน (กูบแดง) แขวงอนุสาวรย์ เขตบางเขน,1005,C,1,200,มีการจัดกิจกรรมฟุตบอล ตะกร้อ แบดมินตัน และเครื่องออกกำลังกาย,เอกชน,พันจ่าอากาศเอกวีระศักดิ์ ยี่สุ่นศรี,"ฟุตบอล,บาสเก็ตบอล,ตะกร้อ,แบดมินตัน,วิ่ง,สนามเด็กเล่น",2325,10,2564,ปิดให้บริการเฉพาะประเภทกลางแจ้งเนื่องจากการแพร่ระบาดของโรคติดเชื้อไวรัสโควิด-27
ปั้นทอง 3,ถ.ลาดปลาเค้า 85 แขวงอนุสาวรย์ เขตบางเขน,1005,C,1,800,มีการจัดกิจกรรมเครื่องออกกำลังกาย,เอกชน,นางสิรัชชา  เดชายาประสิทธิ์,"ฟุตบอล,ตะกร้อ,แบดมินตัน,ปิงปอง,วิ่ง,แอโรบิค,สนามเด็กเล่น",155,10,2564,ปิดให้บริการเฉพาะประเภทกลางแจ้งเนื่องจากการแพร่ระบาดของโรคติดเชื้อไวรัสโควิด-26
สินทรัพย์นคร ลาน1,ซ.พหลโยธิน 50 แขวงอนุสาวรีย์ เขตบางเขน,1005,C,1,400,มีการจัดกิจกรรมฟุตบอล ตะกร้อ แบดมินตัน และเปตอง,เอกชน มีสัญญายินยอม,นายจตุพร  สังข์ทอง,"ฟุตบอล,บาสเก็ตบอล,ตะกร้อ,แบดมินตัน,ปิงปอง,สนามเด็กเล่น",1767,10,2564,ปิดให้บริการเฉพาะประเภทกลางแจ้งเนื่องจากการแพร่ระบาดของโรคติดเชื้อไวรัสโควิด-25
อยู่เจริญ,ซ.พหลโยธิน 50 ถ.พหลโยธิน แขวงอนุสาวรีย์ เขตบางเขน,1005,C,1,400,มีการจัดกิจกรรมฟุตบอล ตะกร้อ แบดมินตัน วิ่ง และแอโรบิค,เอกชน,นายเสถียร  ตรีภพ,"ฟุตบอล,บาสเก็ตบอล,ตะกร้อ,แบดมินตั้น,วิ่ง,สนามเด็กเล่น",744,10,2564,ปิดให้บริการเฉพาะประเภทกลางแจ้งเนื่องจากการแพร่ระบาดของโรคติดเชื้อไวรัสโควิด-24
โรงเรียนบ้านคลองบัว,ซ.รามอินทรา31 แขวงท่าแร้ง เขตบางเขน,1005,C,2,300,มีการจัดกิจกรรมฟุตบอล วอเลย์บอล และสนามเด็กเล่น,กทม.,นายสุภาพ  น้อยมาก,"ฟุตบอล,บาสเก็ตบอล,ตะกร้อ,วอลเล่ย์บอล,สนามเด็กเล่น,แบดมินตัน",0,10,2564,ปิดให้บริการเฉพาะประเภทกลางแจ้งเนื่องจากการแพร่ระบาดของโรคติดเชื้อไวรัสโควิด-23
โรงเรียนประชาภิบาล,ถ.พหลโยธิน แขวงอนุสาวรีย์ โทร 025210424,1005,C,2,400,มีการจัดกิจกรรมฟุตบอล และสนามเด็กเล่น,กทม.,นางสาวโชตศิกาญจน์ ยุติธรรมนนท์,"ฟุตบอล,บาสเก็ตบอล,วอลเล่ย์บอล,แบดมินตัน,แอโรบิค,กายบริหาร,เกมส์,สนามเด็กเล่น,ปิงปอง",0,10,2564,ปิดให้บริการเฉพาะประเภทกลางแจ้งเนื่องจากการแพร่ระบาดของโรคติดเชื้อไวรัสโควิด-22
โรงเรียนไทยนิยมสงเคราะห์,ถ.พหลโยธิน แขวงอนุสาวรีย์ โทร.025210198,1005,C,2,800,มีการจัดกิจกรรมฟุตบอล บาสเกตบอล วอลเลย์บอล และสนามเด็กเล่น,กทม.,นายยุทธนา  โคตรสาร,"ฟุตบอล,บาสเก็ตบอล,ตะกร้อ,วอลเล่ย์บอล,ปิงปอง,สนามเด็กเล่น,แบดมินตัน,เปตอง",0,10,2564,ปิดให้บริการเฉพาะประเภทกลางแจ้งเนื่องจากการแพร่ระบาดของโรคติดเชื้อไวรัสโควิด-21
ชุมชนพัชรัฐ,3257 แขวงท่าแร้ง เขตบางเขน,1005,B,1,400,มีการจัดกิจกรรมบาสเกตบอล และเครื่องออกกำลังกาย,เอกชน,นายกิตตินันท์  มาฆะวงศ์,"ฟุตบอล,บาสเกตบอล,แบดมินตัน,วิ่ง,สนามเด็กเล่น",93,10,2564,ปิดให้บริการเฉพาะประเภทกลางแจ้งเนื่องจากการแพร่ระบาดของโรคติดเชื้อไวรัสโควิด-20
หมู่บ้านรุ่งสว่างวิลเลจ,ซ.รามอินทรา 8 แขวงอนุสาวรีย์ เขตบางเขน,1005,A,1,800,ไม่มีผู้ใช้บริการเนื่องจากการแพร่ระบาดของโควิด,เอกชน,นางสาวสุดจิต  เขียวอุไร,"ฟุตบอล,บาส,แบดมินตัน,ปิงปอง,วิ่ง,สนามเด็กเล่น",93,10,2564,ปิดให้บริการเฉพาะประเภทกลางแจ้งเนื่องจากการแพร่ระบาดของโรคติดเชื้อไวรัสโควิด-19
การเคหะรามอินทรา,ถ.รามอินทรา แขวงท่าแร้ง,1005,A,1,1200,มีการจัดกิจกรรมเปตอง แอโรบิค และสนามเด็กเล่น,ให้ กทม.ใช้ประโยชน์ตามบันทึกข้อตก ลว 25 ก.ย.41,นายเสกสรรค์   พงศาสกุลโชติ,"ฟุตบอล,บาสเก็ตบอล,ตะกร้อ,ตะกร้อลอดห่วง,กิจกรรม,สนามเด็กเล่น,หมากฮอส,วอลเล่ย์บอล,เปตอง",0,9,2564,ปิดให้บริการเฉพาะประเภทกลางแจ้งเนื่องจากการแพร่ระบาดของโรคติดเชื้อไวรัสโควิด-35
สุขใจวิลเลจ,ซ.รามอินทรา 56 แขวงท้าแร้ง,1005,A,1,1500,มีการจัดกิจกรรมฟุตบอล บาสเกตบอล และเครื่องออกกำลังกาย,เอกชน,นายยุทธชัย  อภิชัยชาญกิจ,"ฟุตบอล,บาสเก็ตบอล,ตะกร้อ,แบดมินตัน,ปิงปอง,เกมส์/กิจกรรม,สนามเด็กเล่น,หมากรุก/หมากฮอส",0,9,2564,ปิดให้บริการเฉพาะประเภทกลางแจ้งเนื่องจากการแพร่ระบาดของโรคติดเชื้อไวรัสโควิด-34
โรงเรียนวัดไตรรัตนาราม,ซ.รามอินทรา 8 แขวงอนุสาวรีย์ โทร.025211289,1005,C,2,1500,มีการจัดกิจกรรมฟุตบอล บาสเกตบอล วอลเลย์บอล เทเบิลเทนนิส และสนามเด็กเล่น,กทม.,นายสมสกุล  สุขวรรณ,"ฟุตบอล,บาสเก็ตบอล,ตะกร้อ,วอลเล่ย์บอล,สนามเด็กเล่น,แบดมินตัน,เปตอง",0,9,2564,ปิดให้บริการเฉพาะประเภทกลางแจ้งเนื่องจากการแพร่ระบาดของโรคติดเชื้อไวรัสโควิด-33
เพชรสยาม,ถ.สุขาภิบาล 5 แขวงท่าแร้ง เขตบางเขน,1005,A,1,1100,มีการจัดกิจกรรมฟุตบอล และตะกร้อ,กทม.,นายพงษ์ทวี พันธ์ลำเจียก,"ฟุตบอล,บาสเก็ตบอล,ตะกร้อ,วิ่ง,สนามเด็กเล่น",0,9,2564,ปิดให้บริการเฉพาะประเภทกลางแจ้งเนื่องจากการแพร่ระบาดของโรคติดเชื้อไวรัสโควิด-32
หมู่บ้านเมธา  1,2298 ซ.  สยามธรณี  แขวงท่าแร้ง,1005,C,1,40,,เอกชน,นายเฉลิมชัย  คงสุวรรณ,"ฟุตบอล,ตะกร้อ,แบดมินตัน,วิ่ง,สนามเด็กเล่น",0,9,2564,ปิดให้บริการเฉพาะประเภทกลางแจ้งเนื่องจากการแพร่ระบาดของโรคติดเชื้อไวรัสโควิด-31
ชุมชนหมู่บ้านสินทรัพย์นคร ลาน 2,8510 ถ.พหลโยธิน แขวงอนุสาวรีย์,1005,C,1,150,มีการจัดกิจกรรมวอลเลย์บอล และแบดมินตัน,เอกชน มีสัญญายินยอม,นายยุทธนา  แสนละเอียด,"ฟุตบอล,บาสเก็ตบอล,ตะกร้อ,แบดมินตัน,วิ่ง,สนามเด็กเล่น",0,9,2564,ปิดให้บริการเฉพาะประเภทกลางแจ้งเนื่องจากการแพร่ระบาดของโรคติดเชื้อไวรัสโควิด-30
ฝนทองนิเวศน์,ถ.พหลโยธิน แขวงอนุสาวรีย์,1005,C,1,70,มีการจัดกิจกรรมเครื่องออกกำลังกาย และแอโรบิค และตะกร้อ,เอกชน,นางดวงใจ  ทองประเสริฐ,"ตะกร้อ,บาส,ฟุตบอล,ปิงปอง,วิ่ง,จักรยาน,สนามเด็กเล่น",0,9,2564,ปิดให้บริการเฉพาะประเภทกลางแจ้งเนื่องจากการแพร่ระบาดของโรคติดเชื้อไวรัสโควิด-29
สมาคมหมู่บ้านสวัสดิการ(ทหารบก) อยู่เย็นเป็นสุข,ซ.รามอินทรา 34 แขวงท่าแร้ง,1005,A,1,200,มีการจัดกิจกรรมบาสเกตบอล แบดมินตัน วิ่ง และแอโรบิค,เอกชน,นายทศพร  สนิท,"ฟุตบอล,บาสเก็ตบอล,ตะกร้อ,วอลเล่ย์บอล,เกมส์/กิจกรรม,สนามเด็กเล่น,หมากรุก/หมากฮอส,แบดมินตัน,เปตอง",0,9,2564,ปิดให้บริการเฉพาะประเภทกลางแจ้งเนื่องจากการแพร่ระบาดของโรคติดเชื้อไวรัสโควิด-28
ชุมชนหมู่บ้านสดใส,5983 แขวงคลองถนน (กูบแดง) แขวงอนุสาวรย์ เขตบางเขน,1005,C,1,200,มีการจัดกิจกรรมฟุตบอล ตะกร้อ แบดมินตัน และเครื่องออกกำลังกาย,เอกชน,พันจ่าอากาศเอกวีระศักดิ์ ยี่สุ่นศรี,"ฟุตบอล,บาสเก็ตบอล,ตะกร้อ,แบดมินตัน,วิ่ง,สนามเด็กเล่น",0,9,2564,ปิดให้บริการเฉพาะประเภทกลางแจ้งเนื่องจากการแพร่ระบาดของโรคติดเชื้อไวรัสโควิด-27
ปั้นทอง 3,ถ.ลาดปลาเค้า 85 แขวงอนุสาวรย์ เขตบางเขน,1005,C,1,800,มีการจัดกิจกรรมเครื่องออกกำลังกาย,เอกชน,นางสิรัชชา  เดชายาประสิทธิ์,"ฟุตบอล,ตะกร้อ,แบดมินตัน,ปิงปอง,วิ่ง,แอโรบิค,สนามเด็กเล่น",0,9,2564,ปิดให้บริการเฉพาะประเภทกลางแจ้งเนื่องจากการแพร่ระบาดของโรคติดเชื้อไวรัสโควิด-26
สินทรัพย์นคร ลาน1,ซ.พหลโยธิน 50 แขวงอนุสาวรีย์ เขตบางเขน,1005,C,1,400,มีการจัดกิจกรรมฟุตบอล ตะกร้อ แบดมินตัน และเปตอง,เอกชน มีสัญญายินยอม,นายจตุพร  สังข์ทอง,"ฟุตบอล,บาสเก็ตบอล,ตะกร้อ,แบดมินตัน,ปิงปอง,สนามเด็กเล่น",0,9,2564,ปิดให้บริการเฉพาะประเภทกลางแจ้งเนื่องจากการแพร่ระบาดของโรคติดเชื้อไวรัสโควิด-25
อยู่เจริญ,ซ.พหลโยธิน 50 ถ.พหลโยธิน แขวงอนุสาวรีย์ เขตบางเขน,1005,C,1,400,มีการจัดกิจกรรมฟุตบอล ตะกร้อ แบดมินตัน วิ่ง และแอโรบิค,เอกชน,นายเสถียร  ตรีภพ,"ฟุตบอล,บาสเก็ตบอล,ตะกร้อ,แบดมินตั้น,วิ่ง,สนามเด็กเล่น",0,9,2564,ปิดให้บริการเฉพาะประเภทกลางแจ้งเนื่องจากการแพร่ระบาดของโรคติดเชื้อไวรัสโควิด-24
โรงเรียนบ้านคลองบัว,ซ.รามอินทรา31 แขวงท่าแร้ง เขตบางเขน,1005,C,2,300,มีการจัดกิจกรรมฟุตบอล วอเลย์บอล และสนามเด็กเล่น,กทม.,นายสุภาพ  น้อยมาก,"ฟุตบอล,บาสเก็ตบอล,ตะกร้อ,วอลเล่ย์บอล,สนามเด็กเล่น,แบดมินตัน",0,9,2564,ปิดให้บริการเฉพาะประเภทกลางแจ้งเนื่องจากการแพร่ระบาดของโรคติดเชื้อไวรัสโควิด-23
โรงเรียนประชาภิบาล,ถ.พหลโยธิน แขวงอนุสาวรีย์ โทร 025210424,1005,C,2,400,มีการจัดกิจกรรมฟุตบอล และสนามเด็กเล่น,กทม.,นางสาวโชตศิกาญจน์ ยุติธรรมนนท์,"ฟุตบอล,บาสเก็ตบอล,วอลเล่ย์บอล,แบดมินตัน,แอโรบิค,กายบริหาร,เกมส์,สนามเด็กเล่น,ปิงปอง",0,9,2564,ปิดให้บริการเฉพาะประเภทกลางแจ้งเนื่องจากการแพร่ระบาดของโรคติดเชื้อไวรัสโควิด-22
โรงเรียนไทยนิยมสงเคราะห์,ถ.พหลโยธิน แขวงอนุสาวรีย์ โทร.025210198,1005,C,2,800,มีการจัดกิจกรรมฟุตบอล บาสเกตบอล วอลเลย์บอล และสนามเด็กเล่น,กทม.,นายยุทธนา  โคตรสาร,"ฟุตบอล,บาสเก็ตบอล,ตะกร้อ,วอลเล่ย์บอล,ปิงปอง,สนามเด็กเล่น,แบดมินตัน,เปตอง",0,9,2564,ปิดให้บริการเฉพาะประเภทกลางแจ้งเนื่องจากการแพร่ระบาดของโรคติดเชื้อไวรัสโควิด-21
ชุมชนพัชรัฐ,3257 แขวงท่าแร้ง เขตบางเขน,1005,B,1,400,มีการจัดกิจกรรมบาสเกตบอล และเครื่องออกกำลังกาย,เอกชน,นายกิตตินันท์  มาฆะวงศ์,"ฟุตบอล,บาสเกตบอล,แบดมินตัน,วิ่ง,สนามเด็กเล่น",0,9,2564,ปิดให้บริการเฉพาะประเภทกลางแจ้งเนื่องจากการแพร่ระบาดของโรคติดเชื้อไวรัสโควิด-20
หมู่บ้านรุ่งสว่างวิลเลจ,ซ.รามอินทรา 8 แขวงอนุสาวรีย์ เขตบางเขน,1005,A,1,800,ไม่มีผู้ใช้บริการเนื่องจากการแพร่ระบาดของโควิด,เอกชน,นางสาวสุดจิต  เขียวอุไร,"ฟุตบอล,บาส,แบดมินตัน,ปิงปอง,วิ่ง,สนามเด็กเล่น",0,9,2564,ปิดให้บริการเฉพาะประเภทกลางแจ้งเนื่องจากการแพร่ระบาดของโรคติดเชื้อไวรัสโควิด-19
การเคหะรามอินทรา,ถ.รามอินทรา แขวงท่าแร้ง,1005,A,1,1200,มีการจัดกิจกรรมเปตอง แอโรบิค และสนามเด็กเล่น,ให้ กทม.ใช้ประโยชน์ตามบันทึกข้อตก ลว 25 ก.ย.41,นายเสกสรรค์   พงศาสกุลโชติ,"ฟุตบอล,บาสเก็ตบอล,ตะกร้อ,ตะกร้อลอดห่วง,กิจกรรม,สนามเด็กเล่น,หมากฮอส,วอลเล่ย์บอล,เปตอง",0,8,2564,ปิดให้บริการเฉพาะประเภทกลางแจ้งเนื่องจากการแพร่ระบาดของโรคติดเชื้อไวรัสโควิด-35
สุขใจวิลเลจ,ซ.รามอินทรา 56 แขวงท้าแร้ง,1005,A,1,1500,มีการจัดกิจกรรมฟุตบอล บาสเกตบอล และเครื่องออกกำลังกาย,เอกชน,นายยุทธชัย  อภิชัยชาญกิจ,"ฟุตบอล,บาสเก็ตบอล,ตะกร้อ,แบดมินตัน,ปิงปอง,เกมส์/กิจกรรม,สนามเด็กเล่น,หมากรุก/หมากฮอส",0,8,2564,ปิดให้บริการเฉพาะประเภทกลางแจ้งเนื่องจากการแพร่ระบาดของโรคติดเชื้อไวรัสโควิด-34
โรงเรียนวัดไตรรัตนาราม,ซ.รามอินทรา 8 แขวงอนุสาวรีย์ โทร.025211289,1005,C,2,1500,มีการจัดกิจกรรมฟุตบอล บาสเกตบอล วอลเลย์บอล เทเบิลเทนนิส และสนามเด็กเล่น,กทม.,นายสมสกุล  สุขวรรณ,"ฟุตบอล,บาสเก็ตบอล,ตะกร้อ,วอลเล่ย์บอล,สนามเด็กเล่น,แบดมินตัน,เปตอง",0,8,2564,ปิดให้บริการเฉพาะประเภทกลางแจ้งเนื่องจากการแพร่ระบาดของโรคติดเชื้อไวรัสโควิด-33
เพชรสยาม,ถ.สุขาภิบาล 5 แขวงท่าแร้ง เขตบางเขน,1005,A,1,1100,มีการจัดกิจกรรมฟุตบอล และตะกร้อ,กทม.,นายพงษ์ทวี พันธ์ลำเจียก,"ฟุตบอล,บาสเก็ตบอล,ตะกร้อ,วิ่ง,สนามเด็กเล่น",0,8,2564,ปิดให้บริการเฉพาะประเภทกลางแจ้งเนื่องจากการแพร่ระบาดของโรคติดเชื้อไวรัสโควิด-32
หมู่บ้านเมธา  1,2298 ซ.  สยามธรณี  แขวงท่าแร้ง,1005,C,1,40,,เอกชน,นายเฉลิมชัย  คงสุวรรณ,"ฟุตบอล,ตะกร้อ,แบดมินตัน,วิ่ง,สนามเด็กเล่น",0,8,2564,ปิดให้บริการเฉพาะประเภทกลางแจ้งเนื่องจากการแพร่ระบาดของโรคติดเชื้อไวรัสโควิด-31
